Tip artera	Denumire artera	Numar	Codpostal	Sector	Oficiu distribuire
Alee	Cricovul Dulce	nr. 5-7	041522	4	Bucure?ti 61
Alee	Cricovul Dulce	nr. 9-T	041523	4	Bucure?ti 61
Alee	Cricovul Dulce	nr. 2-T	041524	4	Bucure?ti 61
Alee	Donea Diana Alexandra	nr. 1-T	041527	4	Bucure?ti 61
Alee	Donea Diana Alexandra	nr. 2-T	041528	4	Bucure?ti 61
Strad?	"Dinu Paraschiv, cap."		041529	4	Bucure?ti 61
Alee	"Mirea Mioara Luiza, erou"	nr. 6-T	041533	4	Bucure?ti 61
Alee	Cricovul S?rat	nr. 13-T	041536	4	Bucure?ti 61
Alee	Cricovul S?rat	nr. 2-T	041537	4	Bucure?ti 61
Strad?	Militaru Stoian	nr. 5-61	040712	4	Bucure?ti 61
Strad?	Militaru Stoian	nr. 6-54	040717	4	Bucure?ti 61
Strad?	Pometului	nr. 2-T	041352	4	Bucure?ti 61
Strad?	Lalo?u	nr. 5-T	041354	4	Bucure?ti 61
Strad?	Lalo?u	nr. 12-T	041356	4	Bucure?ti 61
Strad?	"Dimitrescu ?tefan, pictor"	nr. 7-9	041362	4	Bucure?ti 61
Strad?	"Dimitrescu ?tefan, pictor"	nr. 11-21	041363	4	Bucure?ti 61
Strad?	Ulmetului		041371	4	Bucure?ti 61
Strad?	S?lcetului	nr. 1-T	041372	4	Bucure?ti 61
Strad?	S?lcetului	nr. 2-T	041373	4	Bucure?ti 61
Strad?	Adamescu Gheorghe		041374	4	Bucure?ti 61
Strad?	Sabarului		041375	4	Bucure?ti 61
Strad?	Pu?ul cu Tei	nr. 1-T	041376	4	Bucure?ti 61
Strad?	Pu?ul cu Tei	nr. 2-T	041377	4	Bucure?ti 61
Strad?	"Opri? Ilie, mr."		041378	4	Bucure?ti 61
Strad?	?ura Mare		041341	4	Bucure?ti 61
Strad?	Pade?u	nr. 1-29	041342	4	Bucure?ti 61
Strad?	Pade?u	nr. 2-6	041344	4	Bucure?ti 61
Strad?	Ileanda		041347	4	Bucure?ti 61
Strad?	Pometului	nr. 1-T	041351	4	Bucure?ti 61
Strad?	"Dimitrescu ?tefan, pictor"	nr. 1-5	041361	4	Bucure?ti 61
Strad?	"Dimitrescu ?tefan, pictor"	nr. 2-8	041365	4	Bucure?ti 61
Strad?	Cornetului	nr. 1-T	041367	4	Bucure?ti 61
Strad?	Cornetului	nr. 2-T	041368	4	Bucure?ti 61
Strad?	"Minc? Dumitru, sold."	nr. 25-T	041406	4	Bucure?ti 61
Strad?	"Minc? Dumitru, sold."	nr. 30-T	041408	4	Bucure?ti 61
Strad?	Împ?ratul Traian	nr. 1-3	041411	4	Bucure?ti 61
Strad?	Împ?ratul Traian	nr. 5-7	041412	4	Bucure?ti 61
Strad?	Împ?ratul Traian	nr. 9-11	041413	4	Bucure?ti 61
Strad?	Împ?ratul Traian	nr. 13-69	041414	4	Bucure?ti 61
Strad?	Împ?ratul Traian	nr. 71-T	041415	4	Bucure?ti 61
Strad?	Împ?ratul Traian	nr. 2-56	041416	4	Bucure?ti 61
Strad?	Împ?ratul Traian	nr. 58-T	041417	4	Bucure?ti 61
Strad?	Caisului		041418	4	Bucure?ti 61
Strad?	Eroii Neamului		041421	4	Bucure?ti 61
Strad?	Alpine?ti		041422	4	Bucure?ti 61
Strad?	"Lic? Gheorghe, sold."		041423	4	Bucure?ti 61
Strad?	R?bojului		041424	4	Bucure?ti 61
Strad?	"Ciocodeic? P. Ioan, sold."		041425	4	Bucure?ti 61
Strad?	Militaru Stoian	nr. 1-3	040711	4	Bucure?ti 61
Strad?	Aluni?ului	nr. 49-93	040742	4	Bucure?ti 61
Strad?	Aluni?ului	nr. 50-102	040746	4	Bucure?ti 61
?osea	Olteni?ei	nr. 46-54	041317	4	Bucure?ti 61
?osea	Olteni?ei	nr. 56-118	041318	4	Bucure?ti 61
Strad?	"Colorian Anton, prof. dr."	nr. 1	041391	4	Bucure?ti 61
Strad?	"Colorian Anton, prof. dr."	nr. 3-T	041392	4	Bucure?ti 61
Strad?	"Colorian Anton, prof. dr."	nr. 2-T	041393	4	Bucure?ti 61
Strad?	Radului	nr. 1-T	041394	4	Bucure?ti 61
Strad?	Radului	nr. 2-4	041395	4	Bucure?ti 61
Strad?	Radului	nr. 6-T	041396	4	Bucure?ti 61
Strad?	"Tache Gheorghe, serg."	nr. 1-T	041501	4	Bucure?ti 61
Strad?	"Tache Gheorghe, serg."	nr. 2-T	041502	4	Bucure?ti 61
Strad?	Dolhasca		041503	4	Bucure?ti 61
Strad?	Negureni		041504	4	Bucure?ti 61
Strad?	Relu		041505	4	Bucure?ti 61
Intrare	Scoru?ului		041506	4	Bucure?ti 61
Strad?	Soroceni		041507	4	Bucure?ti 61
Strad?	Secuilor	nr. 1-7	041511	4	Bucure?ti 61
Strad?	Secuilor	nr. 9-11	041512	4	Bucure?ti 61
Strad?	Secuilor	nr. 13-T	041513	4	Bucure?ti 61
?osea	Olteni?ei	nr. 154-162	041323	4	Bucure?ti 61
Strad?	P?duroiu	nr. 1-T	041471	4	Bucure?ti 61
Strad?	P?duroiu	nr. 2-T	041472	4	Bucure?ti 61
Strad?	Gospodinelor		041473	4	Bucure?ti 61
Strad?	B?lti?a	nr. 1-7	041474	4	Bucure?ti 61
Strad?	B?lti?a	nr. 9-T	041475	4	Bucure?ti 61
Strad?	B?lti?a	nr. 2-8	041476	4	Bucure?ti 61
Strad?	B?lti?a	nr. 10-T	041477	4	Bucure?ti 61
Intrare	B?lti?a		041478	4	Bucure?ti 61
Strad?	Balan?ei		041479	4	Bucure?ti 61
Strad?	Hu?i	nr. 1-7	041481	4	Bucure?ti 61
Strad?	Hu?i	nr. 9-T	041482	4	Bucure?ti 61
Strad?	Hu?i	nr. 2-T	041483	4	Bucure?ti 61
Strad?	Câmpurelu		041484	4	Bucure?ti 61
Strad?	Iarmarocului		041485	4	Bucure?ti 61
Strad?	Maramei		041486	4	Bucure?ti 61
Strad?	Vl?deni	nr. 1-67	041491	4	Bucure?ti 61
Strad?	Vl?deni	nr. 2-48	041493	4	Bucure?ti 61
?osea	Olteni?ei	nr. 120-136	041319	4	Bucure?ti 61
?osea	Olteni?ei	nr. 138-140	041321	4	Bucure?ti 61
?osea	Olteni?ei	nr. 142-152	041322	4	Bucure?ti 61
Bulevard	Brâncoveanu Constantin	nr. 1-5	041431	4	Bucure?ti 61
Bulevard	Brâncoveanu Constantin	nr. 7-9	041432	4	Bucure?ti 61
Bulevard	Brâncoveanu Constantin	nr. 11-13	041433	4	Bucure?ti 61
Bulevard	Brâncoveanu Constantin	nr. 15-47	041434	4	Bucure?ti 61
Strad?	Pomârla	nr. 1-3	041461	4	Bucure?ti 61
Strad?	Pomârla	nr. 5-T	041462	4	Bucure?ti 61
Strad?	Pomârla	nr. 2-T	041463	4	Bucure?ti 61
Intrare	Pomârla		041464	4	Bucure?ti 61
Strad?	Mar?ului		041465	4	Bucure?ti 61
Strad?	"Nichita Vasile, cap."		041466	4	Bucure?ti 61
Strad?	Sa?ilor		041467	4	Bucure?ti 61
Strad?	Stav?r Angelica		041468	4	Bucure?ti 61
Strad?	Vulturica		041469	4	Bucure?ti 61
?osea	Olteni?ei	nr. 75-79	041301	4	Bucure?ti 61
?osea	Olteni?ei	nr. 81-83	041302	4	Bucure?ti 61
?osea	Olteni?ei	nr. 164-186	041324	4	Bucure?ti 61
?osea	Olteni?ei	nr. 188-216	041325	4	Bucure?ti 61
?osea	Olteni?ei	nr. 23-37	041293	4	Bucure?ti 61
?osea	Olteni?ei	nr. 39-47	041294	4	Bucure?ti 61
?osea	Olteni?ei	nr. 49-53	041295	4	Bucure?ti 61
?osea	Olteni?ei	nr. 55-57	041296	4	Bucure?ti 61
?osea	Olteni?ei	nr. 59-63	041297	4	Bucure?ti 61
?osea	Olteni?ei	nr. 65-69	041298	4	Bucure?ti 61
?osea	Olteni?ei	nr. 71-73	041299	4	Bucure?ti 61
Strad?	Secuilor	nr. 2-6	041514	4	Bucure?ti 61
Strad?	Secuilor	nr. 8-T	041515	4	Bucure?ti 61
Alee	Cricovul Dulce	nr. 1-3	041521	4	Bucure?ti 61
Alee	"Urucu Dan Adrian, erou"	nr. 1-T	041525	4	Bucure?ti 61
Alee	"Urucu Dan Adrian, erou"	nr. 2-T	041526	4	Bucure?ti 61
Alee	Secuilor	nr. 1-T	041516	4	Bucure?ti 61
Alee	Secuilor	nr. 2-T	041517	4	Bucure?ti 61
Alee	"Mirea Mioara Luiza, erou"	nr. 1-T	041531	4	Bucure?ti 61
Alee	"Mirea Mioara Luiza, erou"	nr. 2-4	041532	4	Bucure?ti 61
Bulevard	Brâncoveanu Constantin	nr. 73-79	041437	4	Bucure?ti 61
Bulevard	Brâncoveanu Constantin	nr. 81-87	041438	4	Bucure?ti 61
Alee	Cricovul S?rat	nr. 1-5	041534	4	Bucure?ti 61
Alee	Cricovul S?rat	nr. 7-11	041535	4	Bucure?ti 61
Strad?	Rezonan?ei	nr. 1-T	041538	4	Bucure?ti 61
Strad?	Rezonan?ei	nr. 2-T	041539	4	Bucure?ti 61
Strad?	"Ni?u Vasile, serg."	nr. 2-26	041543	4	Bucure?ti 61
Strad?	"Ni?u Vasile, serg."	nr. 28-42	041544	4	Bucure?ti 61
Strad?	"Ni?u Vasile, serg."	nr. 44-48	041545	4	Bucure?ti 61
Strad?	"Ni?u Vasile, serg."	nr. 50-56	041546	4	Bucure?ti 61
Strad?	"Ni?u Vasile, serg."	nr. 58-64	041547	4	Bucure?ti 61
Strad?	"Ni?u Vasile, serg."	nr. 66-T	041548	4	Bucure?ti 61
Bulevard	Brâncoveanu Constantin	nr. 106-114	041454	4	Bucure?ti 61
Bulevard	Brâncoveanu Constantin	nr. 116-118	041455	4	Bucure?ti 61
Strad?	"Ni?u Vasile, serg."	nr. 1-37	041541	4	Bucure?ti 61
Strad?	"Ni?u Vasile, serg."	nr. 39-T	041542	4	Bucure?ti 61
?osea	Berceni	nr. 2	041549	4	Bucure?ti 61
Strad?	Iarba Câmpului	nr. 1-117	041551	4	Bucure?ti 61
Strad?	Iarba Câmpului	nr. 119-T	041552	4	Bucure?ti 61
Strad?	Iarba Câmpului	nr. 2-96	041553	4	Bucure?ti 61
Strad?	Iarba Câmpului	nr. 98-T	041554	4	Bucure?ti 61
Intrare	Digului		041555	4	Bucure?ti 61
Strad?	Picturii		041556	4	Bucure?ti 61
Strad?	Penelului		041557	4	Bucure?ti 61
Strad?	Chipere?ti		041558	4	Bucure?ti 61
Strad?	Boldului		041561	4	Bucure?ti 61
Strad?	Ghemului		041562	4	Bucure?ti 61
Intrare	Cosa?ului		041563	4	Bucure?ti 61
Intrare	Graiului		041564	4	Bucure?ti 61
Intrare	Deciu		041565	4	Bucure?ti 61
Strad?	Trivale		041566	4	Bucure?ti 61
Strad?	Dun?rii		041567	4	Bucure?ti 61
Strad?	Hârtopului		041571	4	Bucure?ti 61
Strad?	Buciuma?ilor		041572	4	Bucure?ti 61
Strad?	Cimpoierilor		041573	4	Bucure?ti 61
Strad?	Covasna	nr. 1-7	041671	4	Bucure?ti 82
Strad?	Covasna	nr. 9-13	041672	4	Bucure?ti 82
Strad?	Covasna	nr. 15-21	041673	4	Bucure?ti 82
Strad?	Covasna	nr. 23-27	041674	4	Bucure?ti 82
Strad?	Covasna	nr. 29-35	041675	4	Bucure?ti 82
Strad?	Covasna	nr. 37-T	041676	4	Bucure?ti 82
Strad?	Covasna	nr. 2-8	041677	4	Bucure?ti 82
Strad?	Covasna	nr. 10-T	041678	4	Bucure?ti 82
Strad?	Râul Mara	nr. 1-T	041651	4	Bucure?ti 82
Strad?	Râul Mara	nr. 2-T	041652	4	Bucure?ti 82
Strad?	Podarului		041653	4	Bucure?ti 82
Strad?	Capidava		041654	4	Bucure?ti 82
Strad?	Vatra Dornei	nr. 1-5	041655	4	Bucure?ti 82
Strad?	Vatra Dornei	nr. 7-9	041656	4	Bucure?ti 82
Strad?	Vatra Dornei	nr. 11-T	041657	4	Bucure?ti 82
Strad?	Vatra Dornei	nr. 2-T	041658	4	Bucure?ti 82
Strad?	Târnava Mic?		041661	4	Bucure?ti 82
Strad?	Dughiei	nr. 1-27	041662	4	Bucure?ti 82
Strad?	Dughiei	nr. 29-T	041663	4	Bucure?ti 82
Strad?	Dughiei	nr. 2-30	041664	4	Bucure?ti 82
Strad?	Dughiei	nr. 32-T	041665	4	Bucure?ti 82
Bulevard	Brâncoveanu Constantin	nr. 99-101	041442	4	Bucure?ti 82
Bulevard	Brâncoveanu Constantin	nr. 103-107	041443	4	Bucure?ti 82
Bulevard	Brâncoveanu Constantin	nr. 109-113	041444	4	Bucure?ti 82
Bulevard	Brâncoveanu Constantin	nr. 115-119	041445	4	Bucure?ti 82
Bulevard	Brâncoveanu Constantin	nr. 121-T	041446	4	Bucure?ti 82
Bulevard	Brâncoveanu Constantin	nr. 120-124	041456	4	Bucure?ti 82
Bulevard	Brâncoveanu Constantin	nr. 126-128	041457	4	Bucure?ti 82
Bulevard	Brâncoveanu Constantin	nr. 130-132	041458	4	Bucure?ti 82
Bulevard	Brâncoveanu Constantin	nr. 134-T	041459	4	Bucure?ti 82
Bulevard	Brâncoveanu Constantin	nr. 89-97	041441	4	Bucure?ti 82
Alee	Covasna	nr. 1-T	041681	4	Bucure?ti 82
Alee	Covasna	nr. 2-T	041682	4	Bucure?ti 82
Strad?	Dorohoi	nr. 1-T	041683	4	Bucure?ti 82
Strad?	Dorohoi	nr. 2-6	041684	4	Bucure?ti 82
Strad?	Dorohoi	nr. 8-T	041685	4	Bucure?ti 82
Alee	Dorohoi		041686	4	Bucure?ti 82
Strad?	Racovi?? Emil	nr. 1-3	041751	4	Bucure?ti 82
Strad?	Racovi?? Emil	nr. 2-6	041756	4	Bucure?ti 82
Strad?	Racovi?? Emil	nr. 8-10	041757	4	Bucure?ti 82
Alee	"Mladinovici Drago?, slt. post mortem"	nr. 1-3	041781	4	Bucure?ti 82
Alee	"Mladinovici Drago?, slt. post mortem"	nr. 5-T	041782	4	Bucure?ti 82
Alee	"Mladinovici Drago?, slt. post mortem"	nr. 2-T	041783	4	Bucure?ti 82
Alee	Terasei	nr. 1-3	041771	4	Bucure?ti 82
Alee	Terasei	nr. 5-T	041772	4	Bucure?ti 82
Alee	Terasei	nr. 2-4	041773	4	Bucure?ti 82
Alee	Terasei	nr. 6-8	041774	4	Bucure?ti 82
Alee	Terasei	nr. 10-T	041775	4	Bucure?ti 82
Strad?	Str?duin?ei	nr. 1-5	041776	4	Bucure?ti 82
Strad?	Str?duin?ei	nr. 7-T	041777	4	Bucure?ti 82
Strad?	Racovi?? Emil	nr. 12-16	041758	4	Bucure?ti 82
Strad?	Str?duin?ei	nr. 2-4	041778	4	Bucure?ti 82
Strad?	Str?duin?ei	nr. 6-T	041779	4	Bucure?ti 82
Alee	Ciceu	nr. 11-T	041786	4	Bucure?ti 82
Alee	Ciceu	nr. 12-T	041789	4	Bucure?ti 82
Alee	Ciceu	nr. 5A-9	041785	4	Bucure?ti 82
Alee	Ciceu	nr. 6-10	041788	4	Bucure?ti 82
Strad?	Aliorului	nr. 1-3	041791	4	Bucure?ti 82
Strad?	Aliorului	nr. 5-T	041792	4	Bucure?ti 82
Strad?	Aliorului	nr. 2-4	041793	4	Bucure?ti 82
Alee	Aliorului	nr. 1-T	041795	4	Bucure?ti 82
Alee	Aliorului	nr. 2-T	041796	4	Bucure?ti 82
Alee	Niculi?el	nr. 1-T	041797	4	Bucure?ti 82
Alee	Niculi?el	nr. 2-6	041798	4	Bucure?ti 82
Alee	Niculi?el	nr. 8-T	041799	4	Bucure?ti 82
Strad?	Turnu M?gurele	nr. 11-13	041705	4	Bucure?ti 82
Strad?	Turnu M?gurele	nr. 15-17	041706	4	Bucure?ti 82
Alee	Some?ul Cald	nr. 1-T	041808	4	Bucure?ti 82
Alee	Some?ul Cald	nr. 2-T	041809	4	Bucure?ti 82
Alee	Ciceu	nr. 1-5	041784	4	Bucure?ti 82
Alee	Ciceu	nr. 2-4	041787	4	Bucure?ti 82
Strad?	Aliorului	nr. 6-T	041794	4	Bucure?ti 82
Alee	Râul Sadului	nr. 1-T	041801	4	Bucure?ti 82
Alee	Râul Sadului	nr. 2-4	041802	4	Bucure?ti 82
Alee	Râul Sadului	nr. 6-T	041803	4	Bucure?ti 82
Alee	Ornamentului	nr. 1-T	041804	4	Bucure?ti 82
Alee	Ornamentului	nr. 2-T	041805	4	Bucure?ti 82
Strad?	Racovi?? Emil	nr. 5-17	041752	4	Bucure?ti 82
Strad?	Racovi?? Emil	nr. 19-25	041753	4	Bucure?ti 82
Strad?	Racovi?? Emil	nr. 27-31	041754	4	Bucure?ti 82
Strad?	Racovi?? Emil	nr. 33-T	041755	4	Bucure?ti 82
Strad?	Racovi?? Emil	nr. 18-20	041759	4	Bucure?ti 82
Strad?	Racovi?? Emil	nr. 22-T	041761	4	Bucure?ti 82
Strad?	Moldovi?a	nr. 1-9	041811	4	Bucure?ti 82
Strad?	Moldovi?a	nr. 11-15	041812	4	Bucure?ti 82
Strad?	Moldovi?a	nr. 17-21	041813	4	Bucure?ti 82
Strad?	Moldovi?a	nr. 2-6	041815	4	Bucure?ti 82
Strad?	Moldovi?a	nr. 8-10	041816	4	Bucure?ti 82
Strad?	Turnu M?gurele	nr. 1	041701	4	Bucure?ti 82
Strad?	Turnu M?gurele	nr. 3	041702	4	Bucure?ti 82
Strad?	Turnu M?gurele	nr. 5	041703	4	Bucure?ti 82
Strad?	Turnu M?gurele	nr. 7-9	041704	4	Bucure?ti 82
Strad?	Turnu M?gurele	nr. 2-112	041711	4	Bucure?ti 82
Strad?	Turnu M?gurele	nr. 114-232	041712	4	Bucure?ti 82
Strad?	Per?u Aurel		041719	4	Bucure?ti 82
Strad?	Turnu M?gurele	nr. 19-29	041707	4	Bucure?ti 82
Strad?	Turnu M?gurele	nr. 234-T	041713	4	Bucure?ti 82
Strad?	Ciurului		041714	4	Bucure?ti 82
Drum	Gil?ului		041715	4	Bucure?ti 82
Intrare	Gil?ului		041716	4	Bucure?ti 82
Intrare	"?urca?, av."		041717	4	Bucure?ti 82
Strad?	Z?treni		041718	4	Bucure?ti 82
Alee	Râul Târgului		041806	4	Bucure?ti 82
Strad?	Piperului		041807	4	Bucure?ti 82
Bulevard	Obregia Alexandru	nr. 2-4	041733	4	Bucure?ti 82
Bulevard	Obregia Alexandru	nr. 6-8	041734	4	Bucure?ti 82
Bulevard	Obregia Alexandru	nr. 10-14	041735	4	Bucure?ti 82
Bulevard	Obregia Alexandru	nr. 16-18	041736	4	Bucure?ti 82
Bulevard	Obregia Alexandru	nr. 20	041737	4	Bucure?ti 82
Bulevard	Obregia Alexandru	nr. 22-24	041738	4	Bucure?ti 82
Bulevard	Obregia Alexandru	nr. 26-28	041739	4	Bucure?ti 82
Bulevard	Obregia Alexandru	nr. 30-32	041741	4	Bucure?ti 82
Bulevard	Obregia Alexandru	nr. 1-3	041721	4	Bucure?ti 82
Bulevard	Obregia Alexandru	nr. 5	041722	4	Bucure?ti 82
Bulevard	Obregia Alexandru	nr. 7-9	041723	4	Bucure?ti 82
Bulevard	Obregia Alexandru	nr. 11-15	041724	4	Bucure?ti 82
Bulevard	Obregia Alexandru	nr. 17-19	041725	4	Bucure?ti 82
Bulevard	Obregia Alexandru	nr. 21-23	041726	4	Bucure?ti 82
Bulevard	Obregia Alexandru	nr. 25	041727	4	Bucure?ti 82
Bulevard	Obregia Alexandru	nr. 27-31	041728	4	Bucure?ti 82
Bulevard	Obregia Alexandru	nr. 33	041729	4	Bucure?ti 82
Bulevard	Obregia Alexandru	nr. 35	041731	4	Bucure?ti 82
Bulevard	Obregia Alexandru	nr. 37-T	041732	4	Bucure?ti 82
Bulevard	Metalurgiei	nr. 1-59	041831	4	Bucure?ti 82
Bulevard	Metalurgiei	nr. 72-78	041836	4	Bucure?ti 82
Bulevard	Metalurgiei	nr. 80-236	041837	4	Bucure?ti 82
Strad?	Brum?rescu Dumitru		041839	4	Bucure?ti 82
Bulevard	Obregia Alexandru	nr. 36	041743	4	Bucure?ti 82
Bulevard	Obregia Alexandru	nr. 38	041744	4	Bucure?ti 82
Bulevard	Obregia Alexandru	nr. 40-42	041745	4	Bucure?ti 82
Bulevard	Obregia Alexandru	nr. 44-T	041746	4	Bucure?ti 82
Bulevard	Metalurgiei	nr. 2-30	041833	4	Bucure?ti 82
Bulevard	Metalurgiei	nr. 32-56	041834	4	Bucure?ti 82
Bulevard	Metalurgiei	nr. 58-70	041835	4	Bucure?ti 82
Drum	Binelui	nr. 11-239	042147	4	Bucure?ti 82
Drum	Binelui	nr. 8-230	042151	4	Bucure?ti 82
Drum	Dealu Geoagiului		042153	4	Bucure?ti 82
Drum	Dealu Ferului		042154	4	Bucure?ti 82
Drum	Dealu Cri?ului		042155	4	Bucure?ti 82
Drum	Dealu Caselor		042156	4	Bucure?ti 82
Drum	Dealu Bisericii		042157	4	Bucure?ti 82
Drum	Dealu Bradului		042158	4	Bucure?ti 82
Drum	Dealu Crucii		042191	4	Bucure?ti 82
Alee	Some?ul Mic		041691	4	Bucure?ti 82
Alee	Some?ul Mare	nr. 1-T	041692	4	Bucure?ti 82
Alee	Some?ul Mare	nr. 2-T	041693	4	Bucure?ti 82
Strad?	Stupilor	nr. 1-T	041694	4	Bucure?ti 82
Strad?	Stupilor	nr. 2-T	041695	4	Bucure?ti 82
Alee	Stupilor		041696	4	Bucure?ti 82
Bulevard	Obregia Alexandru	nr. 34	041742	4	Bucure?ti 82
Alee	Racovi?? Emil		041762	4	Bucure?ti 82
Strad?	Moldovi?a	nr. 23-T	041814	4	Bucure?ti 82
Strad?	Moldovi?a	nr. 12-T	041817	4	Bucure?ti 82
Alee	Moldovi?a	nr. 1-5	041821	4	Bucure?ti 82
Alee	Moldovi?a	nr. 7-T	041822	4	Bucure?ti 82
Alee	Moldovi?a	nr. 2-T	041823	4	Bucure?ti 82
Strad?	Sfin?ii Apostoli		040091	4	Bucure?ti 5
Bulevard	Libert??ii	nr. 20-T	050707	5	Bucure?ti 5
Strad?	Apolodor		050741	5	Bucure?ti 5
Strad?	Orleanu Paul		050742	5	Bucure?ti 5
Strad?	Mitropolit Antim Ivireanu	nr. 1-T	040111	4	Bucure?ti 5
Strad?	Mitropolit Antim Ivireanu	nr. 2-T	040112	4	Bucure?ti 5
Intrare	Mitropolit Antim Ivireanu		040113	4	Bucure?ti 5
Bulevard	Libert??ii	nr. 10-12	040129	4	Bucure?ti 5
Bulevard	Libert??ii	nr. 14-18	050706	5	Bucure?ti 5
?osea	Panduri	nr. 31-69	050655	5	Bucure?ti 5
?osea	Panduri	nr. 71-79	050656	5	Bucure?ti 5
Strad?	Urleanu Barbu		050681	5	Bucure?ti 5
Intrare	Buturugeni		050682	5	Bucure?ti 5
Strad?	"Gârbea Ion, cpt."		050683	5	Bucure?ti 5
Strad?	Progresului	nr. 1-39	050691	5	Bucure?ti 5
Strad?	Progresului	nr. 57-77	050693	5	Bucure?ti 5
Strad?	Progresului	nr. 2-88	050695	5	Bucure?ti 5
Drum	S?rii	nr. 2-10	060154	6	Bucure?ti 5
Cale	13 Septembrie	nr. 231-235	050723	5	Bucure?ti 5
Cale	13 Septembrie	nr. 237-T	050724	5	Bucure?ti 5
Intrare	Com?ne?ti		050797	5	Bucure?ti 5
Strad?	Policiori		050798	5	Bucure?ti 5
Strad?	N?bucului		050805	5	Bucure?ti 5
Cale	13 Septembrie	nr. 1-55	050711	5	Bucure?ti 5
Cale	13 Septembrie	nr. 57-69	050712	5	Bucure?ti 5
Cale	13 Septembrie	nr. 71-91	050713	5	Bucure?ti 5
Cale	13 Septembrie	nr. 93-95	050714	5	Bucure?ti 5
Intrare	13 Septembrie		050736	5	Bucure?ti 5
Strad?	Lan?ului		050861	5	Bucure?ti 5
Strad?	Creang? Ion		050864	5	Bucure?ti 5
Cale	13 Septembrie	nr. 97-103	050715	5	Bucure?ti 5
Cale	13 Septembrie	nr. 105-115	050716	5	Bucure?ti 5
Cale	13 Septembrie	nr. 117-123	050717	5	Bucure?ti 5
Strad?	Sabinelor	nr. 53-T	050852	5	Bucure?ti 5
Strad?	Sabinelor	nr. 56-T	050854	5	Bucure?ti 5
Strad?	Pui?or		050857	5	Bucure?ti 5
Strad?	"Popescu-Gopo Ion, regizor"		050858	5	Bucure?ti 5
Strad?	Luceaf?rului		050859	5	Bucure?ti 5
Strad?	Izvor	nr. 1-89	050561	5	Bucure?ti 5
Strad?	Izvor	nr. 2-74	050563	5	Bucure?ti 5
?osea	Panduri	nr. 1-7	050651	5	Bucure?ti 5
Strad?	Iovi?a		050686	5	Bucure?ti 5
Strad?	Cegan Ioni??		050687	5	Bucure?ti 5
Strad?	Urd?reanu Ion		050688	5	Bucure?ti 5
Strad?	Gara Dealul Spirii		050689	5	Bucure?ti 5
Cale	13 Septembrie	nr. 2-76	050725	5	Bucure?ti 5
Cale	13 Septembrie	nr. 78-100	050726	5	Bucure?ti 5
Cale	13 Septembrie	nr. 102-108	050727	5	Bucure?ti 5
Cale	13 Septembrie	nr. 110-120	050728	5	Bucure?ti 5
Cale	13 Septembrie	nr. 122-164	050729	5	Bucure?ti 5
Pia??	Arsenalului		050737	5	Bucure?ti 5
Cale	13 Septembrie	nr. 177-229	050722	5	Bucure?ti 5
Cale	13 Septembrie	nr. 166-186	050731	5	Bucure?ti 5
Cale	13 Septembrie	nr. 188-190	050732	5	Bucure?ti 5
Cale	13 Septembrie	nr. 192-196	050733	5	Bucure?ti 5
Intrare	Biserica Ghencea		050738	5	Bucure?ti 5
Alee	Stanciu George Cristian		050761	5	Bucure?ti 5
Strad?	"Nu?u Ion, serg."		050762	5	Bucure?ti 5
Strad?	Dobrin Nicolae		050763	5	Bucure?ti 5
Strad?	"Sebastian Mihail, scriitor"	nr. 147-T	050783	5	Bucure?ti 5
Strad?	"Sebastian Mihail, scriitor"	nr. 100-114	050786	5	Bucure?ti 5
Strad?	"Sebastian Mihail, scriitor"	nr. 118-T	050788	5	Bucure?ti 5
Strad?	"Garofeanu Ion, lt.av."		050791	5	Bucure?ti 5
Splai	Independen?ei	nr. 1-3	040011	4	Bucure?ti 5
Bulevard	Unirii	nr. 1-7	040101	4	Bucure?ti 5
Bulevard	Unirii	nr. 9-17	040102	4	Bucure?ti 5
Bulevard	Unirii	nr. 19-27	040103	4	Bucure?ti 5
Pia??	Constitu?iei		050701	5	Bucure?ti 5
Bulevard	Libert??ii	nr. 5-T	050703	5	Bucure?ti 5
Bulevard	Unirii	nr. 2-6	040104	4	Bucure?ti 5
Bulevard	Unirii	nr. 8-12	040105	4	Bucure?ti 5
Bulevard	Unirii	nr. 14-16	040106	4	Bucure?ti 5
Bulevard	Unirii	nr. 18-20	040107	4	Bucure?ti 5
Bulevard	Libert??ii	nr. 1-3	040127	4	Bucure?ti 5
Bulevard	Libert??ii	nr. 2-8	040128	4	Bucure?ti 5
Cale	13 Septembrie	nr. 125-131	050718	5	Bucure?ti 5
Cale	13 Septembrie	nr. 133-137	050719	5	Bucure?ti 5
Cale	13 Septembrie	nr. 139-175	050721	5	Bucure?ti 5
Strad?	Minotaurului		050841	5	Bucure?ti 5
Strad?	L?zureanu		050842	5	Bucure?ti 5
Strad?	Ecoului		050843	5	Bucure?ti 5
Strad?	Meteorilor		050844	5	Bucure?ti 5
Strad?	Arionoaia		050845	5	Bucure?ti 5
Strad?	??ranu Ion		050846	5	Bucure?ti 5
Strad?	Cedrilor		050865	5	Bucure?ti 5
Strad?	Coriolan Caius Marcius		050866	5	Bucure?ti 5
Intrare	Coriolan Caius Marcius		050867	5	Bucure?ti 5
Strad?	"Linte? Petre, lt."		050871	5	Bucure?ti 5
